Age,Gender,Origin,HighSchool_Grade,Admission_Test,Semester1_Grade,Socioeconomic_Level,Scholarship,Loan,Financial_Aid,Dropout
16.0,Male,Regional,3.7148091095662927,,1.687379271247979,Medium,1.0,0.0,0.0,Yes
27.0,Female,Local,3.6038438435815556,97.39499276149186,3.080518255403192,Low,0.0,1.0,1.0,Yes
23.0,Male,Local,3.6357894185976867,59.9089363269016,2.887907043103352,,0.0,0.0,0.0,
23.0,Male,National,2.8616257120898454,72.57736161677462,3.469938053515326,Low,0.0,0.0,0.0,Yes
26.0,Female,Local,2.959471729795869,61.22744037821347,3.1492376397663824,Low,0.0,,0.0,No
18.0,Female,National,4.026576426666452,58.51665520213286,2.4736214677828268,High,,1.0,0.0,Yes
16.0,Female,National,3.4802224230716723,73.78614724481653,-5.956470854213146,Low,0.0,1.0,0.0,
23.0,Female,,,55.64588183717023,,Low,0.0,0.0,0.0,Yes
18.0,Male,Regional,3.5141591880652308,64.01088471107855,3.7532049970190187,Low,0.0,1.0,1.0,No
18.0,Female,Regional,3.5148780697478728,,3.0149181540703593,High,1.0,1.0,0.0,No
16.0,Male,Regional,3.9691419029879986,49.978643195354266,4.330833480027105,Medium,0.0,1.0,1.0,No
26.0,Female,National,3.2419776358913133,74.88063524304785,,Medium,0.0,1.0,0.0,Yes
20.0,Female,Regional,3.5480603884704918,57.37560364956887,2.504115263162676,High,0.0,1.0,0.0,No
25.0,Female,Regional,3.268862355647479,48.66382260760733,1.9403999251710211,High,0.0,0.0,0.0,
22.0,Male,Local,3.282751886283842,68.04764765355606,1.7378022266208386,Low,0.0,1.0,0.0,Yes
25.0,Female,Regional,3.3454139382656805,46.52298027313444,1.8911048398961572,Medium,1.0,0.0,0.0,Yes
24.0,Female,Regional,3.6110668858168564,60.42271736053692,3.1869886557080385,Medium,1.0,1.0,0.0,Yes
27.0,Female,National,3.2606256891682612,59.86321505033695,3.3561075162609537,Medium,0.0,0.0,0.0,Yes
22.0,Female,National,4.127878062786761,76.28843348747367,1.8931665085775067,Low,1.0,1.0,1.0,Yes
24.0,Male,National,3.052696348890248,,3.6265268198532805,High,1.0,1.0,1.0,No
23.0,Female,National,3.4065641779193205,59.624595618822845,2.6618572638215925,Medium,1.0,0.0,0.0,Yes
27.0,Male,National,3.2801344708629125,72.26649448800431,3.1027551083898848,Low,1.0,1.0,0.0,No
17.0,Male,National,4.223488942176866,80.8531132352597,4.128554439778797,Medium,0.0,0.0,0.0,Yes
16.0,Male,Regional,,,3.6277875211058723,Low,0.0,1.0,0.0,Yes
22.0,Male,National,4.015922269734317,60.15528929765071,2.8120285464659176,Low,0.0,0.0,0.0,No
22.0,Male,National,2.7572198134815142,40.32245651474761,2.376165442209299,Medium,0.0,0.0,0.0,Yes
29.0,Male,Local,3.633525132934629,44.02329505386941,1.4937292190694866,Low,1.0,1.0,0.0,Yes
23.0,Female,Regional,3.9448153978117184,55.421629434679986,2.496592676530306,Medium,,0.0,0.0,Yes
20.0,Male,Regional,3.5411419946377123,50.85731696761076,2.852208832820614,Medium,,1.0,1.0,Yes
18.0,Male,Regional,4.032740187532676,,2.3089743309941713,Low,1.0,0.0,0.0,Yes
27.0,,National,3.241355774949814,60.849748873456605,2.9081201230353866,High,1.0,,1.0,
23.0,Female,National,4.20467372009279,67.94539131535096,3.0537963180711376,Low,1.0,0.0,,No
21.0,,National,4.649449061809625,58.94251832911363,2.842600812734345,Low,0.0,0.0,0.0,Yes
26.0,Male,,3.3185807197801704,67.29752465739303,2.544998193423578,Low,0.0,0.0,0.0,No
18.0,Female,National,3.277248739299614,,3.1180582703767095,Low,0.0,0.0,0.0,Yes
16.0,Male,,4.226692238558851,,3.3093584546985864,Low,0.0,0.0,0.0,Yes
18.0,Male,Regional,4.289786072865356,45.90996909271868,2.2367206457900077,Medium,0.0,0.0,0.0,Yes
20.0,Female,National,3.2385699864233657,57.83868666417577,3.987652665822389,High,,1.0,0.0,Yes
29.0,Male,Local,3.2899065914520715,41.85457885738339,2.930988307401017,Low,1.0,1.0,0.0,No
,Female,Local,,68.99893094994307,3.0131947360613935,,0.0,0.0,0.0,No
16.0,Female,National,2.8277747444828614,82.96126248515546,3.4957500962795898,Medium,0.0,1.0,0.0,No
20.0,Male,Regional,3.040674026757901,78.28142777545975,3.163251291884451,High,0.0,0.0,0.0,Yes
25.0,Male,Regional,2.997929616623966,,3.6671956437392716,Medium,0.0,1.0,0.0,No
22.0,Female,Regional,3.1161012174479357,82.36089205274928,3.200986915641277,Low,0.0,1.0,0.0,Yes
29.0,Male,Local,3.4826575563066093,62.23001185803167,2.5712938377516936,Low,1.0,1.0,0.0,No
22.0,Male,Local,3.6171073662682605,54.94371043322941,3.253052467644271,Medium,0.0,0.0,1.0,No
26.0,Male,Local,4.2752502464070385,50.7989600468859,2.199391654875537,High,,1.0,0.0,Yes
,Female,Local,3.0008229796306045,55.462954702678076,3.075991794043566,Low,0.0,0.0,0.0,Yes
25.0,Female,Regional,3.992161199238292,54.17734772188157,2.9767390065488772,,1.0,1.0,0.0,Yes
25.0,Male,National,3.3930055778872457,62.55624333563232,,High,0.0,0.0,0.0,Yes
27.0,Female,Local,3.4752681451737835,62.40860971574797,2.9100237419927484,High,0.0,,0.0,Yes
28.0,Female,Local,3.837409746083302,60.04569030230122,1.6827056681516528,High,0.0,1.0,0.0,No
18.0,Female,Regional,2.938638989218851,66.55407254619524,2.615892564581327,Medium,1.0,1.0,0.0,Yes
,Female,National,3.6912048730920253,77.85969412179512,3.0649914307987802,Low,0.0,0.0,0.0,Yes
16.0,Female,National,3.583226104106528,74.24331203161985,3.11189947439818,Medium,0.0,1.0,0.0,No
19.0,Male,Regional,3.7462256320040748,37.726530473251444,2.2806274013518295,Medium,1.0,0.0,0.0,Yes
28.0,Male,Regional,3.644584321953909,21.691182976470678,3.8859954886052903,Low,1.0,1.0,0.0,No
19.0,Male,National,4.727650069955447,74.01479866858911,2.3936776062498497,Medium,0.0,0.0,1.0,Yes
29.0,Female,,3.181130007874342,39.49681952376868,3.678620040368716,Medium,1.0,0.0,0.0,Yes
20.0,Female,National,3.234501522499091,56.62851897160975,3.2990360533101795,Low,0.0,0.0,0.0,No
22.0,Male,Regional,3.1884297367876178,42.448304609109606,2.547640883109338,,0.0,,0.0,Yes
22.0,Female,Local,3.2222614404198726,32.970293436299706,4.242717624826659,Medium,0.0,,0.0,No
28.0,Male,Local,3.181306436346741,68.12194092307182,2.164454217770464,High,1.0,0.0,1.0,Yes
,Male,Regional,4.094508265553776,71.3873274045397,3.643407921527001,Low,1.0,0.0,0.0,Yes
28.0,Male,Regional,4.210252123994928,51.35234398909921,3.7004076226300846,Low,0.0,1.0,1.0,No
19.0,Female,,3.214626853125262,21.134365617826354,2.5305658536463485,Medium,0.0,1.0,1.0,No
28.0,Female,National,,51.806333276212754,3.97472571004503,Low,0.0,0.0,0.0,No
22.0,Male,National,3.735707778193202,65.8770600810382,2.824967439780733,,1.0,0.0,0.0,No
26.0,Male,Local,3.2238884778595143,37.81632646838807,3.2020855404959,Medium,1.0,0.0,0.0,
18.0,Male,Regional,3.8164659088777553,62.750398796687335,3.1822252871398544,Low,0.0,0.0,1.0,Yes
21.0,Male,Local,3.6014615104256498,59.77035226240507,2.9059838809706164,Medium,1.0,1.0,0.0,No
27.0,Female,Local,2.742127942501384,68.68937249401633,3.5675657912118472,Medium,1.0,1.0,0.0,Yes
17.0,Female,Local,4.273752600665031,61.7937055262123,3.555442104386549,Low,0.0,0.0,0.0,Yes
25.0,Male,Local,4.397938836547761,45.40396588677667,1.7760276187332735,High,0.0,0.0,0.0,Yes
28.0,Male,Regional,3.193605654757807,77.94857252496737,3.9130381700147066,High,0.0,0.0,0.0,No
29.0,Female,Local,,57.62205640459545,1.836255608375028,Medium,0.0,1.0,0.0,Yes
24.0,Female,Regional,3.6429326953624526,59.590431907351025,3.7227823430391602,Medium,0.0,1.0,1.0,
,,Regional,3.6672283949935123,344.0,3.7886935957793084,Medium,0.0,0.0,1.0,No
21.0,Male,National,3.829272136336415,53.35076623212734,2.2363234988493614,High,1.0,0.0,1.0,Yes
27.0,Male,Regional,4.505102269383174,46.727959289596484,2.712429998431791,Medium,0.0,1.0,0.0,No
27.0,Female,National,3.411526386252975,57.405809101148655,2.226006732059845,Medium,0.0,1.0,0.0,Yes
27.0,Female,Regional,3.1008513777307734,85.67562720213516,2.8495552787978853,High,0.0,0.0,0.0,No
27.0,Female,Regional,2.8103403859927365,39.421482856029655,2.784376001069981,Low,0.0,0.0,0.0,Yes
19.0,Male,Regional,3.1345349800290405,35.79657903184888,,High,0.0,0.0,0.0,No
29.0,,National,3.4834365135631016,82.06755491240412,3.9172161222837256,Low,0.0,0.0,0.0,Yes
29.0,Female,National,4.397278931758894,56.86014484272201,,Low,0.0,0.0,0.0,No
26.0,Female,Local,3.2411943504819143,49.963908920101254,2.6064823813951885,Low,0.0,0.0,1.0,No
25.0,,,3.611893975819449,75.59857031094114,2.8535446883788307,High,0.0,0.0,0.0,Yes
22.0,Female,National,3.491788551963624,50.91576690394704,1.8215932654453348,High,0.0,0.0,0.0,No
27.0,Female,National,4.094196636724042,87.39014570320404,2.435890953452668,Medium,1.0,1.0,0.0,No
24.0,Male,National,4.763466212936811,70.16888807008904,,Medium,0.0,0.0,0.0,No
22.0,Female,Local,3.2345656135398397,52.68132887781446,4.130907976483762,Medium,0.0,0.0,0.0,Yes
29.0,Male,National,3.255280278740889,92.35962319898255,2.1359557896840546,High,1.0,0.0,1.0,Yes
16.0,Male,Regional,4.022080438534536,50.914276154949924,2.585275018592974,Medium,0.0,0.0,1.0,No
16.0,Male,Regional,3.8409457448131556,344.0,2.981515970128751,Low,0.0,1.0,1.0,No
24.0,Male,National,4.423353662868017,64.48938870609737,3.196112811173725,Low,1.0,0.0,1.0,Yes
26.0,Male,National,3.791964092662982,79.52611934098198,2.433277536054848,Medium,0.0,0.0,0.0,Yes
29.0,Male,Regional,3.32035395460647,83.42266795090279,3.2968427311248627,Medium,0.0,1.0,0.0,Yes
24.0,Male,Regional,3.7953274153461547,60.4800622359865,2.6683124570503587,Low,1.0,0.0,0.0,Yes
19.0,Female,Local,4.054351790291454,48.69873194480725,2.9898834103852048,Low,1.0,1.0,0.0,No
28.0,Male,Regional,3.910241090598682,66.89958214408675,3.38239897360259,High,1.0,0.0,0.0,Yes
24.0,Male,Regional,3.753637015553649,49.834269453718406,3.0044955888676563,Low,0.0,0.0,0.0,Yes
18.0,Female,National,4.033337344794577,90.20080871289935,2.694529876631402,Medium,0.0,0.0,0.0,No
22.0,Female,Regional,,62.04802996624106,2.9232731372519183,High,0.0,0.0,0.0,Yes
21.0,Female,Local,4.191079495518764,54.52017673031837,2.938145928556265,Medium,0.0,1.0,0.0,No
23.0,Male,Regional,3.8243549437948214,62.77020458797362,2.7409922790825108,Low,0.0,1.0,,Yes
26.0,Female,National,3.416440959841573,39.793105657054554,2.8188427561330283,Medium,0.0,0.0,0.0,Yes
24.0,Male,National,3.5733568432166614,45.42578942234023,4.119053019353302,High,1.0,0.0,0.0,No
29.0,,Regional,4.103254483254179,78.00620861916639,,Medium,,1.0,0.0,No
20.0,Male,National,3.091532164506382,50.14658581542906,2.7931637773795877,High,0.0,1.0,0.0,Yes
16.0,Male,Local,3.6843366544364504,44.296335259770906,3.487868083157515,Low,0.0,0.0,0.0,No
18.0,Female,Local,3.3033305938363196,68.04979128790929,2.7663263571707932,Medium,0.0,0.0,0.0,Yes
25.0,Female,Regional,3.514372411467409,77.78556231994496,3.821187246310649,Medium,0.0,0.0,0.0,No
27.0,Male,Regional,4.139225931303649,70.784299659976,3.2587495345386657,High,0.0,1.0,0.0,No
23.0,Male,Regional,3.5955495340099515,74.94071528708724,2.92488849919704,Low,0.0,,0.0,Yes
26.0,Male,National,3.5232182740780744,48.64807367145809,3.313401848067194,High,0.0,0.0,0.0,Yes
21.0,Female,Local,2.8200719295100405,38.67283999887235,1.9003866935520506,Medium,1.0,1.0,0.0,Yes
23.0,Male,Local,3.8731267830136105,82.5200047793323,2.2112627717631366,Low,1.0,0.0,,Yes
24.0,Male,National,3.8227420905705376,55.15980241736796,,Low,0.0,0.0,0.0,Yes
19.0,Female,Local,4.58162736165273,56.23750475317429,3.1000601663345946,High,0.0,0.0,0.0,No
16.0,Female,Regional,,79.92291212773587,4.212760499639565,Low,1.0,0.0,0.0,No
,Male,Regional,3.6095751638319693,68.3434501410099,4.561910102334842,Low,1.0,0.0,0.0,Yes
16.0,Female,Regional,3.6246918418553777,66.83831658122412,3.44663577100853,Low,0.0,0.0,0.0,
25.0,Female,Local,4.288726639881737,92.47503517351626,,High,1.0,0.0,0.0,No
19.0,Male,Regional,3.452352233806524,50.347226544297854,1.7392595860930828,Medium,0.0,0.0,0.0,No
27.0,Female,National,,73.91760192121856,2.620128340186185,Medium,1.0,,0.0,No
29.0,Male,National,3.8039482548582697,60.855196873456265,2.448551373664233,Low,1.0,1.0,0.0,No
22.0,Female,Local,3.593304561578179,,2.5654066812242187,Medium,0.0,0.0,,No
17.0,Male,,3.2767831927247357,82.92702639618798,2.882299326990647,Medium,1.0,,0.0,No
18.0,Male,,3.5970449964491538,67.61753634434436,2.6695365956120107,High,0.0,0.0,0.0,Yes
16.0,Male,Local,4.036815874929886,68.07444118574449,1.6144901327369487,High,1.0,0.0,0.0,Yes
20.0,Female,Regional,2.98674235029447,76.08761005964703,,Low,0.0,0.0,0.0,Yes
16.0,Male,Regional,,54.52570905685672,2.2490798819821354,Medium,1.0,1.0,0.0,No
23.0,Female,Regional,3.1499395925304134,47.4118549899149,3.1674728048778045,,0.0,0.0,1.0,Yes
16.0,Male,Local,4.097523314462421,44.327862089684494,,Medium,0.0,0.0,0.0,Yes
26.0,Male,National,2.7384065476081125,30.504651159359973,2.3564307858895037,Low,0.0,0.0,0.0,Yes
16.0,Female,,3.2205390763642057,344.0,1.2287987340775692,Low,1.0,1.0,0.0,Yes
17.0,Male,Regional,3.6886059375322606,43.451874514174754,2.799797044683922,,1.0,0.0,0.0,
17.0,Male,Local,4.2827620146171705,56.68119564621342,3.7706717444989994,Medium,1.0,1.0,0.0,No
27.0,Female,Regional,3.467124869463506,55.84780050166619,4.370843217954416,Low,1.0,0.0,0.0,No
21.0,Male,Local,3.222400236653401,64.61110046713651,2.1393152838833083,Medium,0.0,1.0,0.0,Yes
22.0,Male,National,,72.23605818808946,3.3476894562655652,Medium,0.0,,1.0,No
20.0,Male,Local,2.775993049791878,72.90710232539618,-5.956470854213146,Low,0.0,0.0,0.0,Yes
16.0,Male,Local,2.400597021689959,51.25383842146592,2.925836151987105,Medium,0.0,0.0,0.0,No
16.0,,Local,3.720007225026666,57.49317429320383,4.851040342911924,Low,0.0,0.0,1.0,No
18.0,Female,Local,3.2489728878236943,64.2386992573245,1.947920770123393,Medium,0.0,0.0,0.0,Yes
29.0,Male,National,2.9893835914346436,56.2696331072468,3.1776177630462015,Medium,0.0,,1.0,No
